ProbeId	GeneId	GeneSymbol	GeneAccnum	GeneRefseqid	GeneEnsemblid	GeneName
202070_s_at	3419	IDH3A	NM_005530	NM_005530	NA	isocitrate dehydrogenase 3 (NAD+) alpha
202071_at	6385	SDC4	NM_002999	NM_002999	NA	syndecan 4 (amphiglycan, ryudocan)
202072_at	3191	HNRPL	NM_001533	NA	NA	heterogeneous nuclear ribonucleoprotein L
202073_at	10133	OPTN	AV757675	NA	NA	optineurin
202074_s_at	10133	OPTN	NM_021980	NA	NA	optineurin
202075_s_at	5360	PLTP	NM_006227	NA	NA	phospholipid transfer protein
202076_at	329	BIRC2	NM_001166	NM_001166	NA	baculoviral IAP repeat-containing 2
202077_at	4706	NDUFAB1	NM_005003	NM_005003	NA	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa
202078_at	8533	COPS3	NM_003653	NM_003653	NA	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)
202079_s_at	22906	OIP106	AI633774	NM_014965	NA	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
202080_s_at	22906	OIP106	NM_014965	NM_014965	NA	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
202081_at	9592	IER2	NM_004907	NM_004907	NA	immediate early response 2
202082_s_at	6397	SEC14L1	AV748469	NM_003003	NA	SEC14-like 1 (S. cerevisiae)
202083_s_at	6397	SEC14L1	AI017770	NM_003003	NA	SEC14-like 1 (S. cerevisiae)
202084_s_at	6397	SEC14L1	NM_003003	NM_003003	NA	SEC14-like 1 (S. cerevisiae)
202085_at	9414	TJP2	NM_004817	NA	NA	tight junction protein 2 (zona occludens 2)
202086_at	4599	MX1	NM_002462	NM_002462	NA	NA
202087_s_at	1514	CTSL	NM_001912	NA	NA	cathepsin L
202088_at	25800	SLC39A6	AI635449	NM_012319	NA	solute carrier family 39 (zinc transporter), member 6
202089_s_at	25800	SLC39A6	NM_012319	NM_012319	NA	solute carrier family 39 (zinc transporter), member 6
202090_s_at	10975	UQCR	NM_006830	NM_006830	NA	ubiquinol-cytochrome c reductase, 6.4kDa subunit
202091_at	23568	ARL2BP	BC003087	NM_012106	NA	ADP-ribosylation factor-like 2 binding protein
202092_s_at	23568	ARL2BP	BF244411	NM_012106	NA	ADP-ribosylation factor-like 2 binding protein
202093_s_at	54623	PAF1	NM_019088	NM_019088	NA	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)
202094_at	332	BIRC5	AA648913	NA	NA	baculoviral IAP repeat-containing 5 (survivin)
202095_s_at	332	BIRC5	NM_001168	NA	NA	baculoviral IAP repeat-containing 5 (survivin)
202096_s_at	706	BZRP	NM_000714	NA	NA	benzodiazapine receptor (peripheral)
202097_at	9972	NUP153	NM_005124	NM_005124	NA	nucleoporin 153kDa
202098_s_at	3275	HRMT1L1	NM_001535	NA	NA	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)
202099_s_at	9993	DGCR2	H42875	NM_005137	NA	DiGeorge syndrome critical region gene 2
202100_at	5899	RALB	BG169673	NM_002881	NA	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
202101_s_at	5899	RALB	NM_002881	NM_002881	NA	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)
202102_s_at	23476	BRD4	BF718610	NA	NA	bromodomain containing 4
202103_at	23476	BRD4	AI991631	NA	NA	bromodomain containing 4
202104_s_at	6687	SPG7	NM_003119	NA	NA	spastic paraplegia 7, paraplegin (pure and complicated autosomal recessive)
202105_at	3476	IGBP1	NM_001551	NM_001551	NA	immunoglobulin (CD79A) binding protein 1
202106_at	2802	GOLGA3	NM_005895	NM_005895	NA	golgi autoantigen, golgin subfamily a, 3
202107_s_at	4171	MCM2	NM_004526	NM_004526	NA	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)
202108_at	5184	PEPD	NM_000285	NM_000285	NA	peptidase D
202109_at	23647	ARFIP2	NM_012402	NM_012402	NA	ADP-ribosylation factor interacting protein 2 (arfaptin 2)
202110_at	1349	COX7B	NM_001866	NM_001866	NA	cytochrome c oxidase subunit VIIb
202111_at	6522	SLC4A2	NM_003040	NM_003040	NA	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)
202112_at	7450	VWF	NM_000552	NM_000552	NA	von Willebrand factor
202113_s_at	6643	SNX2	AF043453	NM_003100	NA	sorting nexin 2
202114_at	6643	SNX2	NM_003100	NM_003100	NA	sorting nexin 2
202115_s_at	26155	NOC2L	NM_015658	NM_015658	NA	nucleolar complex associated 2 homolog (S. cerevisiae)
202116_at	5977	DPF2	NM_006268	NM_006268	NA	D4, zinc and double PHD fingers family 2
202117_at	392	ARHGAP1	BG468434	NM_004308	NA	Rho GTPase activating protein 1
202118_s_at	8895	CPNE3	AA541758	NM_003909	NA	copine III
202119_s_at	8895	CPNE3	NM_003909	NM_003909	NA	copine III
202120_x_at	1175	AP2S1	NM_004069	NA	NA	adaptor-related protein complex 2, sigma 1 subunit
202121_s_at	27243	CHMP2A	NM_014453	NA	NA	chromatin modifying protein 2A
202122_s_at	10226	M6PRBP1	NM_005817	NM_005817	NA	mannose-6-phosphate receptor binding protein 1
202123_s_at	25	ABL1	NM_005157	NA	NA	v-abl Abelson murine leukemia viral oncogene homolog 1
202124_s_at	66008	ALS2CR3	AV705253	NM_015049	NA	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3
202125_s_at	66008	ALS2CR3	NM_015049	NM_015049	NA	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3
202126_at	8899	PRPF4B	AA156948	NA	NA	PRP4 pre-mRNA processing factor 4 homolog B (yeast)
202127_at	8899	PRPF4B	AB011108	NA	NA	PRP4 pre-mRNA processing factor 4 homolog B (yeast)
202128_at	9870	KIAA0317	NM_014821	NM_014821	NA	KIAA0317
202129_s_at	8780	RIOK3	AW006290	NA	NA	NA
202130_at	8780	RIOK3	AA725102	NA	NA	NA
202131_s_at	8780	RIOK3	NM_003831	NA	NA	NA
202132_at	25937	WWTR1	AA081084	NM_015472	NA	WW domain containing transcription regulator 1
202133_at	25937	WWTR1	BF674349	NM_015472	NA	WW domain containing transcription regulator 1
202134_s_at	25937	WWTR1	NM_015472	NM_015472	NA	WW domain containing transcription regulator 1
202135_s_at	10120	ACTR1B	NM_005735	NM_005735	NA	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)
202136_at	10771	ZMYND11	BE250417	NA	NA	zinc finger, MYND domain containing 11
202137_s_at	10771	ZMYND11	NM_006624	NA	NA	zinc finger, MYND domain containing 11
202138_x_at	7965	JTV1	NM_006303	NM_006303	NA	JTV1 gene
202139_at	8574	AKR7A2	NM_003689	NM_003689	NA	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
202140_s_at	1198	CLK3	NM_003992	NA	NA	CDC-like kinase 3
202141_s_at	10920	COPS8	BC003090	NA	NA	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
202142_at	10920	COPS8	BC003090	NA	NA	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
202143_s_at	10920	COPS8	NM_006710	NA	NA	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
202144_s_at	158	ADSL	NM_000026	NM_000026	NA	adenylosuccinate lyase
202145_at	4061	LY6E	NM_002346	NM_002346	NA	lymphocyte antigen 6 complex, locus E
202146_at	3475	IFRD1	AA747426	NA	NA	interferon-related developmental regulator 1
202147_s_at	3475	IFRD1	NM_001550	NA	NA	interferon-related developmental regulator 1
202148_s_at	5831	PYCR1	NM_006907	NA	NA	pyrroline-5-carboxylate reductase 1
202149_at	4739	NEDD9	AL136139	NA	NA	neural precursor cell expressed, developmentally down-regulated 9
202150_s_at	4739	NEDD9	U64317	NA	NA	neural precursor cell expressed, developmentally down-regulated 9
202151_s_at	10422	UBADC1	NM_016172	NM_016172	NA	ubiquitin associated domain containing 1
202152_x_at	7392	USF2	NM_003367	NA	NA	upstream transcription factor 2, c-fos interacting
202153_s_at	23636	NUP62	NM_016553	NA	NA	nucleoporin 62kDa
202154_x_at	10381	TUBB3	NM_006086	NM_006086	NA	tubulin, beta 3
202155_s_at	8021	NUP214	NM_005085	NM_005085	NA	nucleoporin 214kDa
202156_s_at	10659	CUGBP2	N36839	NA	NA	CUG triplet repeat, RNA binding protein 2
202157_s_at	10659	CUGBP2	U69546	NA	NA	CUG triplet repeat, RNA binding protein 2
202158_s_at	10659	CUGBP2	NM_006561	NA	NA	CUG triplet repeat, RNA binding protein 2
202159_at	2193	FARSLA	NM_004461	NM_004461	NA	phenylalanine-tRNA synthetase-like, alpha subunit
202160_at	1387	CREBBP	NM_004380	NM_004380	NA	CREB binding protein (Rubinstein-Taybi syndrome)
202161_at	5585	PKN1	NM_002741	NA	NA	protein kinase N1
202162_s_at	9337	CNOT8	AI769416	NM_004779	NA	CCR4-NOT transcription complex, subunit 8
202163_s_at	9337	CNOT8	NM_004779	NM_004779	NA	CCR4-NOT transcription complex, subunit 8
202164_s_at	9337	CNOT8	AF180476	NM_004779	NA	CCR4-NOT transcription complex, subunit 8
202165_at	5504	PPP1R2	BF966540	NM_006241	NA	protein phosphatase 1, regulatory (inhibitor) subunit 2
202166_s_at	5504	PPP1R2	NM_006241	NM_006241	NA	protein phosphatase 1, regulatory (inhibitor) subunit 2
202167_s_at	64210	MMS19L	NM_022362	NM_022362	NA	MMS19-like (MET18 homolog, S. cerevisiae)
202168_at	6880	TAF9	NM_003187	NA	NA	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa
202169_s_at	60496	AASDHPPT	AF302110	NM_015423	NA	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
202170_s_at	60496	AASDHPPT	AF151057	NM_015423	NA	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
202171_at	7716	ZNF161	AU146275	NM_007146	NA	zinc finger protein 161
202172_at	7716	ZNF161	BG035116	NM_007146	NA	zinc finger protein 161
202173_s_at	7716	ZNF161	NM_007146	NM_007146	NA	zinc finger protein 161
202174_s_at	5108	PCM1	NM_006197	NM_006197	NA	pericentriolar material 1
202175_at	79586	CHPF	NM_024536	NM_024536	NA	chondroitin polymerizing factor
202176_at	2071	ERCC3	NM_000122	NM_000122	NA	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)
202177_at	2621	GAS6	NM_000820	NM_000820	NA	growth arrest-specific 6
202178_at	5590	PRKCZ	NM_002744	NA	NA	protein kinase C, zeta
202179_at	642	BLMH	NM_000386	NM_000386	NA	bleomycin hydrolase
202180_s_at	9961	MVP	NM_017458	NA	NA	major vault protein
202181_at	9766	KIAA0247	NM_014734	NM_014734	NA	KIAA0247
202182_at	2648	GCN5L2	NM_021078	NM_021078	NA	GCN5 general control of amino-acid synthesis 5-like 2 (yeast)
202183_s_at	3835	KIF22	NM_007317	NM_007317	NA	kinesin family member 22
202184_s_at	55746	NUP133	NM_018230	NM_018230	NA	nucleoporin 133kDa
202185_at	8985	PLOD3	NM_001084	NM_001084	NA	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
202186_x_at	5525	PPP2R5A	AI803525	NM_006243	NA	protein phosphatase 2, regulatory subunit B (B56), alpha isoform
202187_s_at	5525	PPP2R5A	NM_006243	NM_006243	NA	protein phosphatase 2, regulatory subunit B (B56), alpha isoform
202188_at	9688	NUP93	NM_014669	NM_014669	NA	nucleoporin 93kDa
202189_x_at	5725	PTBP1	NM_002819	NA	NA	polypyrimidine tract binding protein 1
202190_at	1477	CSTF1	NM_001324	NA	NA	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa
202191_s_at	8522	GAS7	BE439987	NA	NA	growth arrest-specific 7
202192_s_at	8522	GAS7	NM_005890	NA	NA	growth arrest-specific 7
202193_at	3985	LIMK2	NM_005569	NA	NA	LIM domain kinase 2
202194_at	50999	TMED5	AL117354	NM_016040	NA	transmembrane emp24 protein transport domain containing 5
202195_s_at	50999	TMED5	NM_016040	NM_016040	NA	transmembrane emp24 protein transport domain containing 5
202196_s_at	27122	DKK3	NM_013253	NA	NA	dickkopf homolog 3 (Xenopus laevis)
202197_at	8897	MTMR3	NM_021090	NA	NA	myotubularin related protein 3
202198_s_at	8897	MTMR3	AF233438	NA	NA	myotubularin related protein 3
202199_s_at	6732	SRPK1	AW082913	NM_003137	NA	SFRS protein kinase 1
202200_s_at	6732	SRPK1	NM_003137	NM_003137	NA	SFRS protein kinase 1
202201_at	645	BLVRB	NM_000713	NM_000713	NA	biliverdin reductase B (flavin reductase (NADPH))
202202_s_at	3910	LAMA4	NM_002290	NM_002290	NA	laminin, alpha 4
202203_s_at	267	AMFR	NM_001144	NA	NA	autocrine motility factor receptor
202204_s_at	267	AMFR	AF124145	NA	NA	autocrine motility factor receptor
202205_at	7408	VASP	NM_003370	NA	NA	vasodilator-stimulated phosphoprotein
202206_at	10123	ARL7	AW450363	NM_005737	NA	ADP-ribosylation factor-like 7
202207_at	10123	ARL7	BG435404	NM_005737	NA	ADP-ribosylation factor-like 7
202208_s_at	10123	ARL7	BC001051	NM_005737	NA	ADP-ribosylation factor-like 7
202209_at	27258	LSM3	NM_014463	NM_014463	NA	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)
202210_x_at	2931	GSK3A	NM_019884	NM_019884	NA	glycogen synthase kinase 3 alpha
202211_at	26286	ARFGAP3	BC005122	NM_014570	NA	ADP-ribosylation factor GTPase activating protein 3
202212_at	23481	PES1	NM_014303	NM_014303	NA	pescadillo homolog 1, containing BRCT domain (zebrafish)
202213_s_at	8450	CUL4B	AI650819	NM_003588	NA	cullin 4B
202214_s_at	8450	CUL4B	NM_003588	NM_003588	NA	cullin 4B
202215_s_at	4802	NFYC	NM_014223	NM_014223	NA	nuclear transcription factor Y, gamma
202216_x_at	4802	NFYC	BC005003	NM_014223	NA	nuclear transcription factor Y, gamma
202217_at	8209	C21orf33	NM_004649	NA	NA	chromosome 21 open reading frame 33
202218_s_at	9415	FADS2	NM_004265	NM_004265	NA	fatty acid desaturase 2
202219_at	6535	SLC6A8	NM_005629	NM_005629	NA	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
202220_at	22889	KIAA0907	NM_014949	NM_014949	NA	KIAA0907
202221_s_at	2033	EP300	AV727101	NM_001429	NA	E1A binding protein p300
202222_s_at	1674	DES	NM_001927	NM_001927	NA	desmin
202223_at	3703	ITM1	NM_002219	NM_152713	NA	integral membrane protein 1
202224_at	1398	CRK	BF304695	NA	NA	v-crk sarcoma virus CT10 oncogene homolog (avian)
202225_at	1398	CRK	AW612311	NA	NA	V-crk sarcoma virus CT10 oncogene homolog (avian)
202226_s_at	1398	CRK	NM_016823	NA	NA	v-crk sarcoma virus CT10 oncogene homolog (avian)
202227_s_at	10902	BRD8	NM_006696	NA	NA	bromodomain containing 8
202228_s_at	27020	SDFR1	NM_017455	NA	NA	stromal cell derived factor receptor 1
202229_s_at	10523	CHERP	AI372979	NM_006387	NA	calcium homeostasis endoplasmic reticulum protein
202230_s_at	10523	CHERP	NM_006387	NM_006387	NA	calcium homeostasis endoplasmic reticulum protein
202231_at	10480	hfl-B5	NM_006360	NM_006360	NA	dendritic cell protein
202232_s_at	10480	hfl-B5	NM_006360	NM_006360	NA	dendritic cell protein
202233_s_at	7388	UQCRH	NM_006004	NM_006004	NA	ubiquinol-cytochrome c reductase hinge protein
202234_s_at	6566	SLC16A1	BF511091	NM_003051	NA	solute carrier family 16 (monocarboxylic acid transporters), member 1
202235_at	6566	SLC16A1	BF511091	NM_003051	NA	solute carrier family 16 (monocarboxylic acid transporters), member 1
202236_s_at	6566	SLC16A1	NM_003051	NM_003051	NA	solute carrier family 16 (monocarboxylic acid transporters), member 1
202237_at	4837	NNMT	NM_006169	NM_006169	NA	nicotinamide N-methyltransferase
202238_s_at	4837	NNMT	NM_006169	NM_006169	NA	nicotinamide N-methyltransferase
202239_at	143	PARP4	NM_006437	NM_006437	NA	poly (ADP-ribose) polymerase family, member 4
202240_at	5347	PLK1	NM_005030	NM_005030	NA	polo-like kinase 1 (Drosophila)
202241_at	10221	TRIB1	NM_025195	NM_025195	NA	tribbles homolog 1 (Drosophila)
202242_at	7102	TSPAN7	NM_004615	NM_004615	NA	tetraspanin 7
202243_s_at	5692	PSMB4	NM_002796	NM_002796	NA	proteasome (prosome, macropain) subunit, beta type, 4
202244_at	5692	PSMB4	NM_002796	NM_002796	NA	proteasome (prosome, macropain) subunit, beta type, 4
202245_at	4047	LSS	AW084510	NA	NA	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
202246_s_at	1019	CDK4	NM_000075	NM_000075	NA	cyclin-dependent kinase 4
202247_s_at	9112	MTA1	BE561596	NM_004689	NA	metastasis associated 1
202248_at	1874	E2F4	BC000110	NM_001950	NA	E2F transcription factor 4, p107/p130-binding
202249_s_at	50717	WDR42A	AU146233	NM_015726	NA	WD repeat domain 42A
202250_s_at	50717	WDR42A	NM_015726	NM_015726	NA	WD repeat domain 42A
202251_at	9129	PRPF3	NM_004698	NM_004698	NA	PRP3 pre-mRNA processing factor 3 homolog (yeast)
202252_at	5872	RAB13	NM_002870	NM_002870	NA	RAB13, member RAS oncogene family
202253_s_at	1785	DNM2	NM_004945	NA	NA	dynamin 2
202254_at	26037	SIPA1L1	AB007900	NM_015556	NA	Signal-induced proliferation-associated 1 like 1
202255_s_at	26037	SIPA1L1	NM_015556	NM_015556	NA	signal-induced proliferation-associated 1 like 1
202256_at	10421	CD2BP2	BF793888	NM_006110	NA	CD2 antigen (cytoplasmic tail) binding protein 2
202257_s_at	10421	CD2BP2	NM_006110	NM_006110	NA	CD2 antigen (cytoplasmic tail) binding protein 2
202258_s_at	10443	PFAAP5	U50532	NM_014887	NA	phosphonoformate immuno-associated protein 5
202259_s_at	10443	PFAAP5	NM_014887	NM_014887	NA	phosphonoformate immuno-associated protein 5
202260_s_at	6812	STXBP1	NM_003165	NA	NA	syntaxin binding protein 1
202261_at	6944	VPS72	NM_005997	NM_005997	NA	vacuolar protein sorting 72 (yeast)
202262_x_at	23564	DDAH2	NM_013974	NM_013974	NA	dimethylarginine dimethylaminohydrolase 2
202263_at	51706	CYB5R1	NM_016243	NM_016243	NA	cytochrome b5 reductase 1
202264_s_at	10452	TOMM40	NM_006114	NM_006114	NA	translocase of outer mitochondrial membrane 40 homolog (yeast)
202265_at	648	PCGF4	NM_005180	NM_005180	NA	polycomb group ring finger 4
202266_at	51567	TTRAP	NM_016614	NM_016614	NA	TRAF and TNF receptor associated protein
202267_at	3918	LAMC2	NM_005562	NA	NA	laminin, gamma 2
202268_s_at	8883	APPBP1	NM_003905	NA	NA	amyloid beta precursor protein binding protein 1
202269_x_at	2633	GBP1	BC002666	NM_002053	NA	NA
202270_at	2633	GBP1	NM_002053	NM_002053	NA	NA
202271_at	23219	FBXO28	AB007952	NM_015176	NA	F-box protein 28
202272_s_at	23219	FBXO28	NM_015176	NM_015176	NA	F-box protein 28
202273_at	5159	PDGFRB	NM_002609	NM_002609	NA	platelet-derived growth factor receptor, beta polypeptide
202274_at	72	ACTG2	NM_001615	NM_001615	NA	actin, gamma 2, smooth muscle, enteric
202275_at	2539	G6PD	NM_000402	NM_000402	NA	glucose-6-phosphate dehydrogenase
202276_at	7979	SHFM1	NM_006304	NM_006304	NA	split hand/foot malformation (ectrodactyly) type 1
202277_at	10558	SPTLC1	AL568804	NA	NA	serine palmitoyltransferase, long chain base subunit 1
202278_s_at	10558	SPTLC1	NM_006415	NA	NA	serine palmitoyltransferase, long chain base subunit 1
202279_at	9556	C14orf2	NM_004894	NM_004894	NA	chromosome 14 open reading frame 2
202280_at	NA	NA	D88435	NA	NA	NA
202281_at	2580	GAK	NM_005255	NM_005255	NA	cyclin G associated kinase
202282_at	3028	HADH2	NM_004493	NM_004493	NA	hydroxyacyl-Coenzyme A dehydrogenase, type II
202283_at	5176	SERPINF1	NM_002615	NM_002615	NA	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1
202284_s_at	1026	CDKN1A	NM_000389	NA	NA	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
202285_s_at	4070	TACSTD2	AI627697	NM_002353	NA	tumor-associated calcium signal transducer 2
202286_s_at	4070	TACSTD2	J04152	NM_002353	NA	tumor-associated calcium signal transducer 2
202287_s_at	4070	TACSTD2	NM_002353	NM_002353	NA	tumor-associated calcium signal transducer 2
202288_at	2475	FRAP1	U88966	NM_004958	NA	FK506 binding protein 12-rapamycin associated protein 1
202289_s_at	10579	TACC2	NM_006997	NA	NA	transforming, acidic coiled-coil containing protein 2
202290_at	11333	PDAP1	NM_014891	NM_014891	NA	PDGFA associated protein 1
202291_s_at	4256	MGP	NM_000900	NM_000900	NA	matrix Gla protein
202292_x_at	NA	NA	NM_007260	NA	NA	NA
202293_at	10274	STAG1	AW168948	NM_005862	NA	stromal antigen 1
202294_at	10274	STAG1	AI126490	NM_005862	NA	stromal antigen 1
202295_s_at	1512	CTSH	NM_004390	NA	NA	cathepsin H
202296_s_at	11079	RER1	NM_007033	NM_007033	NA	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
202297_s_at	11079	RER1	AF157324	NM_007033	NA	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
202298_at	4694	NDUFA1	NM_004541	NM_004541	NA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa
202299_s_at	10542	HBXIP	NM_006402	NM_006402	NA	hepatitis B virus x interacting protein
202300_at	10542	HBXIP	NM_006402	NM_006402	NA	hepatitis B virus x interacting protein
202301_s_at	65117	FLJ11021	BE396879	NA	NA	similar to splicing factor, arginine/serine-rich 4
202302_s_at	65117	FLJ11021	NM_023012	NA	NA	similar to splicing factor, arginine/serine-rich 4
202303_x_at	8467	SMARCA5	NM_003601	NM_003601	NA	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
202304_at	22862	FNDC3A	NM_014923	NM_014923	NA	fibronectin type III domain containing 3A
202305_s_at	9637	FEZ2	AI685892	NM_005102	NA	fasciculation and elongation protein zeta 2 (zygin II)
202306_at	5436	POLR2G	NM_002696	NM_002696	NA	polymerase (RNA) II (DNA directed) polypeptide G
202307_s_at	6890	TAP1	NM_000593	NM_000593	NA	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
202308_at	6720	SREBF1	NM_004176	NA	NA	sterol regulatory element binding transcription factor 1
202309_at	4522	MTHFD1	NM_005956	NM_005956	NA	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
202310_s_at	1277	COL1A1	K01228	NM_000088	NA	collagen, type I, alpha 1
202311_s_at	1277	COL1A1	AI743621	NM_000088	NA	collagen, type I, alpha 1
202312_s_at	1277	COL1A1	NM_000088	NM_000088	NA	collagen, type I, alpha 1
202313_at	5520	PPP2R2A	NM_002717	NM_002717	NA	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform
202314_at	1595	CYP51A1	NM_000786	NM_000786	NA	cytochrome P450, family 51, subfamily A, polypeptide 1
202315_s_at	613	BCR	NM_004327	NA	NA	breakpoint cluster region
202316_x_at	10277	UBE4B	AW241715	NM_006048	NA	ubiquitination factor E4B (UFD2 homolog, yeast)
